app_name,review_all,sentimen
Ajaib,di keterangan pencairan dana maksimal 1 tapi tidak masuk masuk hadeeehh akan saya kasik bintang 5 kalau sudah genah,negative
Ajaib,saldo gagal tarik truss,negative
Ajaib,aplikasi sampahlemotnya minta ampunga usah pake aplikasi ini saja udahlemot banget,negative
Ajaib,enak pengoprasiannya,negative
Ajaib,sayang tidak ada sistem keamanan 2fajadi takut waswastakut kenak hackmampus gua,negative
Ajaib,pending lamabiaya transaksi mahalbukannya untung malah rugi kena biaya transaksi yang muahal,negative
Ajaib,kalender deviden di ajaib mana kok sudah hilang sih,negative
Ajaib,tidak bisa buka jelek,negative
Ajaib,anjoy ni apk bikin geram gw sudah daftar dri seminggu yang lalu janji kerja kurang dri 24 jam di luar kerja bursa knp sudah lewat seminggu sampe skrg akun gw blm di verifikasi tolong lah woi developer nyaa kemana nih benerin lagi apk lu,negative
Ajaib,yang mau download hati hati saja deposit sering delay proses wd lama dan ketika match di sell saham tiba tiba sahamnya hilang 1 lot saham brms tiba tiba hilang gitu saja sudah di chat dan email cs agent beserta semua bukti transaksi ternyata yang balas hanya robot dan mengulang ulang perintah kirim bukti lagi,negative
Ajaib,benerin dong ketika kirim data pemilik manfaat kok error http 404 itu server kagak keurus apa mana pertanyaan nya ada yang ambogu 2x pertanyaan,negative
Ajaib,tolong min bantu perbaiki stoploss masak saya sudah 5x pasang stoploss tidak kejual malah arb parah padahal dulu amanaman saja,negative
Ajaib,sumpah saya masih pemula malah turun saham nyahaddeh,negative
Ajaib,gila nih apk mahal banget pee penjualan buat kalian mending enggak usah pakai apk ini kalau nge plus bnyak jadi dikit kalau minus dikit jadi banyak minus nya,negative
Ajaib,volume nya hoaks king,negative
Ajaib,hati hati penipuan saya download aplikasi pintar saya menyesuaikan misi download ajaib ini di imingiming in akan di transfer 25rb tapi ternyata penipuan malah di suruh beli produk di aplikasi ajaib ini orang sudah menyelesaikan misi malah tidak di tf parahh banget ini aplikasi pintar dan ajaib ini jangan di percaya plis,negative
Ajaib,usahakan kalau mau juqldipercepat dong takkan mau tunggu dua hari,negative
Ajaib,aplikasi tidak jelas adminnya mahal banget dan minimal depo 10rb tp gw punya saldo 20rb mau coba trading malah tidak bisa cuma buang2 duit doang klo trading di aplikasi ini,negative
Ajaib,hasil penjualan saham hari ini tidak bisa jadi buying power tidak bisa langsung bertransaksi dan harus nunggu t2 padahal ini untuk pembelian saham bukan withdrawal ini merugikan,negative
Ajaib,min uda 2 hari tidak masuk transferannya tarik dari ajaib gmana min hubungi kemana,negative
Ajaib,terlalu banyak persyaratan seperti sensus penduduk saja,negative
Ajaib,transaksi tarik dana real time kok masuknya lama aplikasi kurang memuaskan,negative
Ajaib,aplikasi bagus si tapi deposit n wd lama pollll tolong dong di perbaikin sistemnya sama satu lagi mau ganti nomor hp jgn di persulit,negative
Ajaib,beli reksadana doang masuknya 2 hari trs klo mau wd 3hari gila nyesel bet gua tidak research dlu emng apk kon,negative
Ajaib,perasaan eror mulu ni apk,negative
Ajaib,transaksi terlama berharihari,negative
Ajaib,untuk pergantian rekening laka bisa memakan 7 hari kerja tidak ada fitur ganti nomor hp tidak ada fitur filtrasi saham ui nya ribet dan user frendly g instan pyment g secepat qris atau tfan apps ke apps lain lambat,negative
Ajaib,haduh busuk banget,negative
Ajaib,ok,negative
Ajaib,woi gua ambil reksadana kaga masuk masuk ajaib tolong dong mao di cancel gabisa sedangkan sistem buat reksadana tidak jelas,negative
Ajaib,potongan nya gede banget saldo pendapatan dan saldo pengeluaran hasilnya tidak jelas,negative
Ajaib,lambat kali kalian kirim uang penarikan sudah biaya mahal lambat pula securitas apa kalian ini,negative
Ajaib,fitur sl sama tp mendadak hilang dan menjadi fast order lucu sumpah orang disini tidak boleh profit,negative
Ajaib,exelent,negative
Ajaib,ini apk yang kasus itu ya yang ngelariin duit nasabah terus baru ini juga persulit wd heran kok tidak di periksa ojk,negative
Ajaib,ok,negative
Ajaib,ok,negative
Ajaib,akun saya kok tibahilang di ajaib kenapa ya,negative
Ajaib,sudah bagus tapi tolong tambahin fitur trailing stop dong kalau tidak ada saya mau pindah sekuritas,negative
Ajaib,nyoba tes ombak deposit 100 ribu duit sudah kekirim udha jelang 3 hari gamasuk dapet notif transaksi gagal bukan masalah duitnya tapi sekecil duit 100k saja transaksi bermasalah apa lagi gede parah,negative
Ajaib,ok,negative
Ajaib,terlalu di persulit di masalah registrasi seperti alamat kantor dan nomor telepon kantor kode pos kantor dan bamyak hal lain yang sangat tidak relevan bagi seorang pemula lagi pula kuta kan mau berinvestasi bukan sedang mau mengajukan pinjaman ya kan,negative
Ajaib,bintang 1 dulu uang gua nyangkut sudah 3 hari baru jual saham uang nya ngga masuk entah pergi kemana dah tu uang,negative
Ajaib,boom harga pi ne,negative
Ajaib,banyak cs palsu komen di feed itu akun banyak banget sudah dblokir nongol lagi cs palsu nya yang lain ksh komentar yang nyepam banget padahal kalau admin ajaib niat mah bisa dtrack dan dblok akun itu krna khan daftar ajaib pake ktp bsa ketauan nama dan nik di ktp nya tidak mngkn bsa bikin akun lagi dgn ktp yang sama tolong bikn sistem keamanannya yang bagus dong klo perlu pake sidik jari dan identifikasi wajah saja kaya exchange sebelah soalnya klo misal ktp pun bsa sembarangan diambil dri google,negative
Ajaib,deposito lama banget,negative
Ajaib,verifikasi lama sudah lebih 5 hari sibuk banget ya admin kalau kurang orang mu saya aply lah lamaran,negative
Ajaib,aplikasi tergobl0k pencipta nya fitur nya sulit dipahami,negative
Ajaib,kenapa pas saya minta penghapusan akun bahkan dari email tidak ada respon tolong perbaiki dong saya sudah mengirim email dengan akun saya yang ini di periksa ya,negative
Ajaib,verifikasi gua lamaa amat,negative
Ajaib,gesit cuma verifikasi nya lama baget,negative
Ajaib,sumpah tidak jelas banget jangan kemakan komentar bagus guys komentar dari tim sendiri itu jelek parah aplikasinya biaya super mahal trus lagi trade liat portofolio eh statusnya pending lah gimana orang mau untung klo begitu semaunya sndiri sumpah nyesel kalian klo download aplikasi ini untungnya tidak deposit besar di coba dulu deposit kecil sudah gitu customer service nya tidak 24 jam lagi benerbener parah,negative
Ajaib,scam tidak bisa di wd,negative
Ajaib,parah saya narik duit dr tgl 5 di aplikasi tertulis berhasil tapi duitnya ngga masuk² chat cs berkali² isinya cuman mohon cek² berkala,negative
Ajaib,saya mau menutup akun tapi malah di suruh ngirim suratpisik surat ke pt nya apaan ini surat bermaterai lagi pdahal saya mau hapus akun ku,negative
Ajaib,registrasi nya kelamaan masa sudah 7hari tidak kelarkelar jadi takut mau investasi melalui ini,negative
Ajaib,nyesek cok pake ajaib abis ngejual saham dana tidak langsung masuk rdn kek sekuritas lain kan gua jadi tidak dapet momentum di saham lain gua kira sama kualitasnya eh ternyata sangat tidak direkomendasikan untuk day trade sekuritas ini,negative
Ajaib,lama banget diverifikasi datanya sudah install setahun bjir lah masih belum juga mikir dong ini kalian ngapain,negative
Ajaib,parah sih ini apk pada saat ihsg turun banyak saham yang arb dan mendekati arb pas mau beli pake future tl ataupun cash masa tiba2 kaga bisa aneh sih ini apk sudah gitu di riwayat kaga ada kejelasan penjelasannya atau rinciannya ket cuma transaksi saham tarik rdn pembayaran kewajiban transaksi giliran di komplain ke cs cs jawabnya kaga sesuai pertanyaan dan langsung hilang setelah jawab waah ada main apa yah apk ini,negative
Ajaib,ok,negative
Ajaib,mau tnya bosini ada unsur ribanya ngax,negative
Ajaib,terlalu lama transaksi nya,negative
Ajaib,pelayanan jelek banyak pilihan yang tidak di mengerti,negative
Ajaib,hebat di sini nya rdn sudah berhasil di tarik tapi pas di cek di akun bank tidak msuk aplikasi penipuan,negative
Ajaib,baru x ini deposit malah pending cuma apk ini kayanya apk nya suka delay tau tau harganya sudah tinggi saja,negative
Ajaib,aplikasi nya bagus cuma aku mau hapus akun terus bikin baru karena masalah rdn bca kan tidak bisa di ganti bri tapi dipersulit tolong bantu saya,negative
Ajaib,untuk ajaib tolong dong untuk topup nya ini slow respon banget saya topup rdn ke saldo ajaib alpha lama banget masuknya,negative
Ajaib,jangan pake aplikasi ini saya top up saldo di riwayat statusnya berhasil namun pas di cek bagian saldo ndk ada masuk sama sekali saya sudah rugi 500000 mending jangan pake aplikasi ini merugikan cs nya juga nga bisa bantu sama sekali pengaduan belum selesai tapi sudah di tutup,negative
Ajaib,sudah normal lagi,negative
Ajaib,aduuuh error mulu min lg urgent juga kalau harus ada update tidak ada notifikasi nya nih tiba2 tidak bisa masuk,negative
Ajaib,gangguan mulu ini apk,negative
Ajaib,sering eror,negative
Ajaib,lag banget,negative
Ajaib,ajaib gangguan kah,negative
Ajaib,eror hari ini,negative
Ajaib,apa si ajaib kebanyakan errornya bursa lagi buka aplikasi tidak bisa di buka hah,negative
Ajaib,gimana ceritanya ini jam market sesi 2 koneksi bisa error lagi mantau market tiba2 error sangat merugikan banget ini,negative
Ajaib,aplikasi tidak jelas cok mau jual saham jadi tidak bisa karena tidak bisa dibuka,negative
Ajaib,sejauh ini masih aman,negative
Ajaib,pas wkt krusial mau beli saham prog nya malah error dah bbrp x spt itu tidak layak di pakai app ini bisa cepat boncos,negative
Ajaib,tidak disarankan pake aplikasi ini terlalu sering eror di jam bursa,negative
Ajaib,error 006 mulu padahal lagi trading,negative
Ajaib,saya pemula masih banyak belajar,negative
Ajaib,parah sangat tidak rekomended untuk trading sementara mungkin bisa buat investing saja ini lagi mantengin tiba error tidak bisa dibuka alamat jebol,negative
Ajaib,sumpah ya makin kemari apk nya bener² kacauu tidak nyaman main di ajaib,negative
Ajaib,crash terus gajelas,negative
Ajaib,hallo ajaib kenapa aplikasi tiba2 keluar sendiri koneksi internet bagus koq kenapa disini terjadi kesalahan koneksi tolong kinerjanya di perbaiki lagi,negative
Ajaib,woy ajaib gimana cara duit 100 ribu nyangkut di akun ya sedangkan gw mau beli saham,negative
Ajaib,mundur2 terus t2 harusnya malah berasa t4,negative
Ajaib,apa sih ini aplikasi nge leg bangett,negative
Ajaib,tolong bantu login lagi karna lupa email jangan di persulit masa login juga harus ngprin dulu kerta kerta ribet amat,negative
Ajaib,mau ambil saldo rdn saja lama banget kalah jauh sama stockbit,negative
Ajaib,kenapa akun saya sampai saat ini masih belum diverifikasi,negative
Ajaib,uang hilang tidak bisa diklaim nunggu lama,negative
Ajaib,min di saya orderbook nya tidak kelihatan emang tidak guna pencet tombol beli nya lansung market order limit order nya tidak ada antrian nya jelek terlalu lelet saya bandingkan dengan stocbit,negative
Ajaib,pajaknya jangan kemahalan untuk deposit kecil kadang rugi dipajak,negative
Ajaib,uda mau pindah ke app lain saja utk proses uang masuk ke rdn sangat lama tggl 31 okt jual dan di tggl 4 baru masuk ke rdn dari rdn tarik ke bank lama juga kenapa ya tidak bisa seperti app sebelah yang proses sangat cepat tidak lama uda masuk uang nya uda tidak mau lagi pakai applikasi ni nanti pelan2 saham yang lain dijual utk pindah ke app lain saja susah proses di app ni lama kali diproses nya buat yang lain pikir2 la nanti urgent butuh tapi uang berhari2 baru masuk ke rekening,negative
Ajaib,whiz nya error,negative
Ajaib,aplikasi lemot problematik gw narik dari ajaib alpha ke ajaib biasa kaga masuk masuk 1 hari uninstal ajalah,negative
Ajaib,penarikan sulit refund sulit csnya lemot kyak siput,negative
Ajaib,sering lag dan keluar sendiri total aset pun terkadang meleset top up lama masuknya apakah ini dapat dipercaya,negative
Ajaib,aplikasi sekuritas terjelek menurut ku mau wd saja bertele tele banget sudah nunggu 2 hari harus nunggu sampe sore lagi giliran depo cepat tuh tolong lah di perbaiki lagi,negative
Ajaib,sudah pesen eipo tpi malah eror dan erorny pas sudah penutupan,negative
Ajaib,woy klo di batalin sepihak balikin dana ipo nya ke rdn,negative
Ajaib,duit gw mana jing pesen pjhb dibatalin,negative
Ajaib,permasalahan e ipo gimana min banyak pengguna lain eipo ditolak saldo belum kembali eipo menghilang dari sistem,negative
Ajaib,baru download apk trus liat ulasan negatif di playstore dan liat komentar pengguna ajaib di strem apk lain ko jadi takut menggunakan apk ajaib,negative
Ajaib,saya pengguna ajaib dari 2022 pemesanan ipo saya kenapa dibatalkan minpadalah sudah approved,negative
Ajaib,tadi pagi beli ipo pjhb sudah sukses saldo sudah berkurang tiba sore ini di cek di batalin alasan saldo kosong lah itu tadi pagi kan sudah sukses saldo sudah berkurang ko bilang saldo kosong trus saldo yang berkurang buat bayar ipo pjhb tadi pagi lari kemana oke lah kalau di batalin tp saldo balikin dong katanya di awasi ojk kalau ada yang mau pake sekuritas ini mending pikir lagi,negative
Ajaib,ajaib tolong ini saya memesan ipo pjhb padahal uang pesanan saya pas saya memesan 10 lot harga 330000 tetapi di batalkan kenapa ini dan uangnya belum di kembalikan tolong lah,negative
Ajaib,aplikasi penipu dan pencuri dana saya hilang gitu saja pas ikut ipo,negative
Ajaib,sering gangguan banyak bug sudah pasang stop loss malah tidak kejual saham saya,negative
Ajaib,proses deposit penarikannya terlalu lamaaaa,negative
Ajaib,sial banget aku order sp padahal pake market order sekitar jam 2130 han tapi blum di eksekusi sampe sekarang cepetin lagi bang,negative
Ajaib,belum terverifikasi dh nunggu 7 minggu,negative
Ajaib,maaf banget awalnya saya mau pake sekutitas ajaib saat daftar oke oke saja dan login oke ketika verifikasi akun terhalang di rdn yang harus bca sementara saya bukan pengguna bca alhasil skip dan pindah ke sekuritas lain yang sat set oke,negative
Ajaib,saya kurangin bintang nya karena customer service email nya sangat lama buat balas pesan saya,negative
Ajaib,kurang kumplit bagi pemula,negative
Ajaib,kenapa saldo saya bisa terpotong walau tidak bertransaksi diketerangan bahwa bertransaksi saham tapi tidak masuk portofolio lalu kemana uang nya otomatis dari sistem atau gimana soal nya saya tidak pernah bertransaksi,negative
Ajaib,izin bertanyakenapa dr 2 hari lalu ketika ketika menghapus watchlist saham selalu gagaltidak bisa terhapusdan ketika ingin mengganti watchlist saham baru juga selalu gagalmohon bantuannya,negative
Ajaib,proses ganti rekening ama withdrawal juga lama banget mohon untuk admin nya minimal gercep lah prosesnya lagi butuh duit ini,negative
Ajaib,josjis,negative
Ajaib,bikin akun saja susah bngetribet harus ini harus itu kebanyakan sarat kaya mau pinjol saja,negative
Ajaib,mohon maaf ini kenapa ya sekuritas ini suka sekali tidak bisa dibuka saat waktu sore doang padahal internet kenceng,negative
Ajaib,bangkrutni aplikasi,negative
Ajaib,kurng transparan tentang fee realize profit belum bersih jadi beda angka profit nya karena kebanyakan potongan,negative
Ajaib,pencairan proses ke bank sangat lama lebih mentingin pribadi daripada customernya,negative
Ajaib,apk mbutt susah sekali kalau mau pindah rekening dan support sistem nya kek konttrtrlll fee ngga ngotak juga mikir kidss saranya cuma satu yaitu costumer service nya tolong lah lebih diutamakan sedikit,negative
Ajaib,akun lama sya ilang,negative
Ajaib,tolong dong aplikasi ini buat pengajuan penutupan akun lebih mudah jangan pake lampiran segala kan khawatir data kita di bajak kan dongo gitu,negative
Ajaib,admin nya mahal banget hampir 10rb,negative
Ajaib,withdraw lama banget harus nunggu 24jam belum lagi pindah dana ke saham as atau crypto lama banget cs tidak respon juga,negative
Ajaib,sudah 3 hari belum juga di proses ituh verifikasihaduhhh lelet amat,negative
Ajaib,selamat sore team ajaib bisa bantu kasih solusi untuk whiz saya di ajaib kenapa di nonaktip kan yah padahal bulan kmrn masih bisa sekarang malah tidak bisa buka qris,negative
Ajaib,sangat tdk rekomended,negative
Ajaib,verifikasi sangat lama ujung ujungnya gagal di tanda tangan doang uninstal aplikasi pindah exc lain,negative
Ajaib,ajaib makin kesini tambah lemot suka keluar2 sendiri juga,negative
Ajaib,aplikasi ampas pencairan dana melebih estimasi dan lamaaa bangett tidak rekomen buat inves di sini mending di apk sebelah,negative
Ajaib,jangan pada donloat ajaibkita jual saham uangnya ilanggk masuk saldohati hati asli penipuan aplikasi inijangan sampe inves di aplikasi inigk aman,negative
Ajaib,tolong di percepat narik rdn sama deposit lama masuk dana nya,negative
Ajaib,bayar nya tidak bisa pake dana,negative
Ajaib,mestinya ada pengaturan untuk ubah no hp nyano hp saya rusak tidak bisa di ganti no nyajadi ragu investasi di sini,negative
Ajaib,respon cs lambat untuk penarikan 2 hari kerja tp mundur2 sampai 5 hari baru masuk rdn,negative
Ajaib,mau invest saja kebanyakan verifikasi nunggunya lama sistemnya lemot,negative
Ajaib,apaan masukan pin sudah bener kok tertera pin salah dan satu lagi sudah pasang harga jual kok tulisannya pending padahal penjualan saat jam bursa niat nyopet saham malah kena copet gara2 pending tidak langsung ke jual,negative
Ajaib,daftar terlalu ribet diadministrasi sudah pengajuan hampir seminggu malah nyangkut pas buat rdn nya ampas,negative
Ajaib,proses pembelian top up penarikan lama banget tidak ngerti lagi sama ni aplikasi bahkan perubahan data rekeningnya saja prosesnya lama banget tidak cukup tiga hari,negative
Ajaib,photo ktp yang ada disitu tidak jelas untuk melanjutkan saya rekomendasikan agar photo ktp itu di ganti,negative
Ajaib,sgat kecewa q dgn aplikasi ajaib ningisi ewallet dana dri pgi smpe siang tidak msuk2dah lg admin nya di chat tidak da responpenipu,negative
Ajaib,broker korupsi masak dana yang seharusnya di proses di hari ini cair 4847787 cuma masuk 30571 broker culas malik fajar pangestu buruan di cross check lagi kalian cuma suka nyedot fee saja giliran nyairin di kurang kurangin di persulit mau kalian apa kenapa masih belum di crosh chek dan belum di balas giliran fee cepet giliran ada korupsi saling diem gimana orang mau percaya sama ajaib,negative
Ajaib,belum di verifikasi juga sampe sekarang,negative
Ajaib,q pernah depresi lupa diri bahkan melupakan apa arti dipercaya lahir jadi khafilah ke dunia ini,negative
Ajaib,witdhraw lama saya beli token pame whiz cuma 100rb sudah 2 hari tidak masuk² tolong lah bantu woi cs jangan makan gaji buta,negative
Ajaib,aplikasi sampah aktivasi susah proses lama lebih dari seminggu buang2 waktu doang pengen tutup akun saja dipersulit mending transaksi langsung di sekuritas lain,negative
Ajaib,sangat tidak disarankan mau tarik uang sangat dipersulit tibatiba akun dipakai sepihak oleh ajaib untuk nambah dan kurangi saldo akun kita tidak privasi sangat buruk,negative
Ajaib,gimana ini oy jual saham us 122rb sudah sucses tapi yang masuk cuma 20rb yang 102rb kemana ini hoy buset dah,negative
Ajaib,saya g ngerti nj apkmasa d proses 10 juta tpi d kirim ny 3 juta anehhjan donload apk ni asli,negative
Ajaib,aplikasi scam penipuan apk miskiiin saya tidak dibayar dari event undang 3 teman invest yang berhadiah 150ribuaplikasi nya membatalkan event secara sepihakrugi 400rb gw ngundang teman gara nih apkpokoknya dendam bener gw sama ni apksampe kapanpun asal gw inget nih apk bakalan gw bintang satukan terus dirugikan gw sebagai pekerja refferel aplikasi,negative
Ajaib,kenapa tidak bisa dibuka ya ajaibnya sudah install ulang tetap tidak bisa,negative
Ajaib,belum lagi saya dapat main sudah banyak kesalahan di ajaib saham ini gimananya ini admin apa ini aplikasi penipuan atau gimana baru mau mulai main saham kecil uang saya pun belum balik modal sudah error aplikasinya jangan la sampai ada yang kena tipu2,negative
Ajaib,eror mak,negative
Ajaib,apk ini sering eror yah gagal masuk ngeri,negative
Ajaib,belum nyampe 14dengan edcnya,negative
Ajaib,kenpa eror tidak bisa di akses,negative
Ajaib,knpa tiba tiba tidak bisa login,negative
Ajaib,aplikasi sampah tidak real time beli usdt di 16612 pas buy langsung di 16742 aplikasi sampah,negative
Ajaib,smoga suksesmasih pemula kita coba dulu bro,negative
Ajaib,aplikasi sangat lambat padahal internet bagus sinyal lancar tapi saat mau transaksi selalu muncul jaringan tidak tersedia dan juga pas topup masuknya cepet giliran withdraw lama banget waktu beli aset juga gitu lama banget masuknya diwithdraw lama,negative
Ajaib,please tidak usah pake aplikasi ini sampe detik ini akun saya masih dalam verifikasi tidak bisa narik saldo juga kalau data blm di verifikasi,negative
Ajaib,knpa reksadana saya sudah 2 hari masih saja dalam proses,negative
Ajaib,lama bet verifikasinyajadi keganggu gua mau beli saham pas di harga bwah sudah keburu naik ketolonglah sudah banyak kasus verifikasinya lama kenapa kaga ada perbaikan,negative
Ajaib,running trade tidak update real time padahal harganya sudah berubah banget,negative
Ajaib,tidak rekommended,negative
Ajaib,tolol apk tolol,negative
Ajaib,hatihati akun kalian suka di blokir perbaikanya di persulit from segala macam,negative
Ajaib,nyoba malah verifikasi diri tidak selesai sampai seminggu parah,negative
Ajaib,aplikasinya sering error,negative
Ajaib,mahal sekali tarik 9500 sdg cuan cuma 13rb saja,negative
Ajaib,jual saham sudah kayak antrian berbulan bulan tidak work it investasi disini,negative
Ajaib,mau beli saham saja lama banget mohon menunggu registrasi anda sedang di proses lamalama aku uninstall ni aplikasi,negative
Ajaib,tolong doang masak verfikasi akun saya sudah lebih sebulan tidak selesai informasi 12 hari trus verfikasi deposit juga lama banget bisa 3 4 hari tolong doang akun saya di selesaikan verfikasi nya,negative
Ajaib,nyesel saya pake aplikasi ini transaksi lambat cairkan uang hasil jual saham harus nunggu berhari hari baru cair padahal cuma transaksi dibawah 10 jt klo trus klo diatas 100jt kya apa lamban nya,negative
Ajaib,aplikasi sangat buruk pencairan saldo rdn sudah sukses tetapi tidak masuk ke rekening pribadi entah kemana larinya saldo saya,negative
Ajaib,menurut gua fiturnya bagus banget gampang kita belajar dll tapi ada yang ngeri yaitu tarif invesnya ke saham as dan keamanan jellek banget,negative
Ajaib,proses widraw lama banget di suruh nunggu nunggu nunggu teruss duit punya saya kok susah banget,negative
Ajaib,saya saranin jangan pakai aplikasi ini kurang bagus lah,negative
Ajaib,lama lama makin lelet ni aplikasi,negative
Ajaib,hanya sekedar mindahin saldo ke ajaib alpha saja butuh 12 jam padahal perusahaan nya sama hadeeehh ampun liatnya,negative
Ajaib,aplikasi yang sangat ribet saldo penjualan tidak langsung cair jadi tidak bisa buat treding atau langsung buat beli saham lain lagi,negative
Ajaib,proses sending saat order jual lama dan sering terkena bug pada saat melakukan order jual dan juga tidak bisa melakukan order jual untuk esok hari kurang rekomendasi untuk aplikasi ini masih bagus yang sebelah,negative
Ajaib,habis update jadi nda jelas ini aplikasi order kita sending terus mau di withdrawn nda bisa jadi jebol terus kalau mau stoploss anjir emang stop pake ajaib lah bikin malas ini aplikasi,negative
Ajaib,aplikasinya lemot buat trade susah lemot banget sudah di jual mau beli lagi tapi kayak gini tidak bisa karena saldo tidak langsung masuk ke rdn taik lah,negative
Ajaib,makin hari makin tidak bener saja beli saham zata di haka 88 malah sending lawak banget padahal saldonya sudah dipotong pindah saja ah ke xl mulai lawak nih cc,negative
Ajaib,parah potongan saldo nya gilaaaa ketika close withdraw,negative
Ajaib,aplikasi malinguang saya 123 usdketika saya belikan saham cuma 120 usdgila malingnya 3 usd coy,negative
Ajaib,keluhan sama seperti yang lain deposit sangat delay auto jual semua saham di ajaib ganti platform lain,negative
Ajaib,mhn maaf sblmnya ini sy sdh 2 minggu lebih daftar di aplikasi ajaib statusnya msh verifikasi trs pdhal di aplikasi tertulis 12 hari saja sdh chat admin msh lama jg jadi khawatir investasi di ajaib baru mau daftar saja sdh selama ini maaf sblmnya sdh pke bibit dan stockbit cpt daftarnya tertulis 12 hari kerja kenyataannya malah lbh cepat semoga bs lebih baik buat ajaib terima kasih,negative
Ajaib,tolong apilkasi kalian ini perbaiki dong deposit sama witdraw lama proses,negative
Ajaib,baru pemula masih belajar kasih bintang 3 dulu,negative
Ajaib,tidak bisa pakai bank digital seperti jago,negative
Ajaib,sangat jelek sinyal bagus taoi loading sangat lama tiba² keluar sendiri susah untuk analisa kalau tiba² ada bug sangat kecewa,negative
Ajaib,cs atas nama ana pelayanan buruk slow respon dan tidak membantu sama sekali pelayanan buruk sepanjang aplikasi,negative
Ajaib,aplikasi ajaib adalah aplimasi paling lemot kalau mau wd dana nunggu dari reksa dana sudah 7 hari lebih mau pindh di rekining utama saja dua hari aplikasi macam apa ini sabar ku sudah mentok boss kalau gini terus kalah sama apk lain pasti tolong dipahami,negative
Ajaib,cara memperbaiki akun yang lupa itu sulit,negative
Ajaib,lagi mau registrasi saja uda macet,negative
Ajaib,sering tidak mau ngebuka di infinix note 40 untuk temen² untuk aplikasi serupa saya lebih menyarankan stockbit,negative
Ajaib,mohon maaf ajaib mengapa runnin trade nya tidak bisa di buka disaat waktu yang tidak tepat begini,negative
Ajaib,beli rdpu upload bukti transaksi sebelum jam 1200 baru di prosesnya diatas jam 1300 harusnya besok uda masuk ini masuknya besok lusanya aturan rdpu kalau transaksi upload bukti transaksi di atas jam 1300 unit masuk besok lusa nya cs dihubungin juga lambat banget respon nya ngecek saja butuh waktu setengah jam parah,negative
Ajaib,aplikasi mudah di mengerti tapi pas posisi sell terlalu lama masuk ke akun rdn jadi uangnya tidak bisa di olah lagi,negative
Ajaib,exchange terkocak deposit lamaa benerrr ge kira cuma karena ada problem saja awalnya taunyaa ehh tiap kalian deposit dari ajaib rdn ke ajaib alpha emang ajaibbbb benerrrr,negative
Ajaib,keamanan dan pelayanan di ajaib sepertinya kurang setelah gua bandingkan dengan di sebelah,negative
Ajaib,aplikasi aneh susah masuknya ngak bagusss,negative
